time,gFx,gFy,gFz,TgF
5.876885,0.1235,1.0730,-0.0384,1.081
5.879504,0.1201,1.0727,-0.0347,1.080
5.884146,0.1201,1.0725,-0.0311,1.080
5.884695,0.1225,1.0686,-0.0342,1.076
5.887534,0.1220,1.0649,-0.0362,1.072
5.889875,0.1220,1.0678,-0.0396,1.076
5.891973,0.1230,1.0659,-0.0428,1.074
5.895537,0.1206,1.0681,-0.0467,1.076
5.897954,0.1233,1.0634,-0.0457,1.072
5.898600,0.1181,1.0630,-0.0486,1.071
5.901926,0.1196,1.0639,-0.0528,1.072
5.904665,0.1223,1.0639,-0.0506,1.072
5.908035,0.1157,1.0647,-0.0548,1.072
5.912555,0.1164,1.0608,-0.0589,1.069
5.913199,0.1228,1.0644,-0.0567,1.073
5.913640,0.1213,1.0644,-0.0589,1.073
5.916754,0.1181,1.0600,-0.0628,1.068
5.921379,0.1228,1.0647,-0.0635,1.074
5.921777,0.1196,1.0693,-0.0621,1.078
5.930773,0.1164,1.0686,-0.0560,1.076
5.931748,0.1235,1.0664,-0.0631,1.075
5.932683,0.1264,1.0625,-0.0748,1.073
5.933465,0.1252,1.0630,-0.0726,1.073
5.936201,0.1208,1.0600,-0.0738,1.069
5.936882,0.1233,1.0634,-0.0721,1.073
5.942232,0.1245,1.0676,-0.0772,1.078
5.943145,0.1211,1.0661,-0.0782,1.076
5.945334,0.1194,1.0659,-0.0738,1.075
5.947120,0.1213,1.0666,-0.0750,1.076
5.949531,0.1201,1.0693,-0.0760,1.079
5.952143,0.1194,1.0717,-0.0770,1.081
5.954854,0.1262,1.0717,-0.0741,1.082
5.957916,0.1201,1.0735,-0.0736,1.083
5.961822,0.1218,1.0769,-0.0787,1.087
5.962270,0.1208,1.0852,-0.0777,1.095
5.964524,0.1169,1.0915,-0.0733,1.100
5.966935,0.1267,1.0891,-0.0811,1.099
5.969558,0.1255,1.1001,-0.0806,1.110
5.974226,0.1225,1.1245,-0.0672,1.133
5.976536,0.1091,1.1328,-0.0631,1.140
5.977104,0.1130,1.1201,-0.0697,1.128
5.979455,0.1208,1.1106,-0.0816,1.120
5.982224,0.1152,1.1140,-0.0943,1.124
5.984884,0.1345,1.0842,-0.0990,1.097
5.987524,0.1394,1.0681,-0.1068,1.082
5.990951,0.1340,1.0617,-0.1136,1.076
5.992893,0.1404,1.0546,-0.1185,1.071
5.997336,0.1350,1.0651,-0.1163,1.080
5.997946,0.1338,1.0754,-0.1107,1.089
6.000350,0.1301,1.0813,-0.0977,1.093
6.002680,0.1257,1.0842,-0.0921,1.095
6.005672,0.1233,1.0901,-0.0838,1.100
6.008301,0.1237,1.0928,-0.0806,1.103
6.010608,0.1203,1.0932,-0.0770,1.103
6.012279,0.1191,1.0967,-0.0787,1.106
6.015580,0.1167,1.0964,-0.0831,1.106
6.017147,0.1130,1.1006,-0.0875,1.110
6.020659,0.1101,1.0979,-0.0926,1.107
6.028339,0.1120,1.0976,-0.1021,1.108
6.029203,0.1098,1.0959,-0.1058,1.106
6.029977,0.1064,1.0969,-0.1139,1.108
6.030482,0.1125,1.0947,-0.1158,1.107
6.032706,0.1093,1.0996,-0.1219,1.112
6.035886,0.1044,1.1008,-0.1166,1.112
6.037987,0.0976,1.1233,-0.1014,1.132
6.042515,0.0825,1.1726,-0.0711,1.178
6.043373,0.0822,1.1653,-0.0618,1.170
6.045342,0.0903,1.1404,-0.0934,1.148
6.047632,0.0949,1.1191,-0.1065,1.128
6.049915,0.0959,1.0996,-0.1183,1.110
6.052329,0.1013,1.0918,-0.1293,1.104
6.056622,0.1154,1.0737,-0.1412,1.089
6.058229,0.1191,1.0722,-0.1417,1.088
6.060189,0.1118,1.0713,-0.1312,1.085
6.062717,0.1115,1.0627,-0.1263,1.076
6.065322,0.1174,1.0564,-0.1283,1.071
6.068166,0.1169,1.0529,-0.1249,1.067
6.070183,0.1147,1.0581,-0.1136,1.070
6.074510,0.1128,1.0586,-0.1048,1.070
6.076547,0.1054,1.0637,-0.0907,1.073
6.078113,0.1057,1.0661,-0.0897,1.075
6.080526,0.1071,1.0595,-0.0794,1.068
6.083300,0.1076,1.0571,-0.0748,1.065
6.087070,0.0939,1.0630,-0.0706,1.069
6.088761,0.0974,1.0634,-0.0697,1.070
6.090731,0.1147,1.0375,-0.0591,1.046
6.092763,0.1088,1.0410,-0.0596,1.048
6.095772,0.1018,1.0495,-0.0613,1.056
6.098347,0.0981,1.0571,-0.0543,1.063
6.099984,0.0947,1.0632,-0.0543,1.069
6.102936,0.0905,1.0669,-0.0521,1.072
6.105887,0.0891,1.0688,-0.0501,1.074
6.108389,0.0917,1.0744,-0.0523,1.080
6.110071,0.0871,1.0754,-0.0574,1.080
6.112605,0.0900,1.0744,-0.0587,1.080
6.115187,0.0949,1.0764,-0.0609,1.082
6.117407,0.1003,1.0766,-0.0689,1.083
6.120120,0.0986,1.0742,-0.0677,1.081
6.126627,0.1013,1.0759,-0.0714,1.083
6.127224,0.0952,1.0796,-0.0767,1.086
6.127688,0.0991,1.0830,-0.0799,1.090
6.132125,0.0971,1.0986,-0.0838,1.106
6.132581,0.0810,1.1216,-0.0719,1.127
6.135299,0.0786,1.1221,-0.0589,1.126
6.139267,0.0495,1.1289,-0.0521,1.131
6.141477,0.0727,1.1079,-0.0697,1.112
6.143390,0.0996,1.0820,-0.0956,1.091
6.145247,0.0983,1.0703,-0.1129,1.081
6.149147,0.1081,1.0581,-0.1178,1.070
6.151741,0.1096,1.0586,-0.1276,1.072
6.152698,0.1074,1.0630,-0.1298,1.076
6.155601,0.1086,1.0647,-0.1219,1.077
6.159837,0.1018,1.0661,-0.1149,1.077
6.160369,0.0986,1.0661,-0.1078,1.076
6.164203,0.1020,1.0610,-0.1017,1.071
6.165613,0.1035,1.0551,-0.0977,1.065
6.168012,0.1052,1.0534,-0.0958,1.063
6.170664,0.0935,1.0566,-0.0916,1.065
6.186204,0.0886,1.0632,-0.0843,1.070
6.187123,0.0795,1.0737,-0.0657,1.079
6.187969,0.0788,1.0825,-0.0618,1.087
6.188945,0.0768,1.0879,-0.0606,1.092
6.189854,0.0742,1.0864,-0.0572,1.090
6.190846,0.0724,1.0866,-0.0577,1.091
6.191671,0.0720,1.0908,-0.0599,1.095
6.193040,0.0712,1.0915,-0.0635,1.096
6.193790,0.0702,1.0928,-0.0655,1.097
6.202242,0.0683,1.0969,-0.0684,1.101
6.203300,0.0715,1.0952,-0.0736,1.100
6.203886,0.0702,1.0913,-0.0745,1.096
6.204406,0.0693,1.0906,-0.0770,1.095
6.209215,0.0683,1.0935,-0.0868,1.099
6.210600,0.0707,1.0923,-0.0882,1.098
6.211473,0.0717,1.0874,-0.0850,1.093
6.215250,0.0683,1.0886,-0.0860,1.094
6.216026,0.0671,1.0925,-0.0860,1.098
6.219842,0.0649,1.0952,-0.0860,1.100
6.220595,0.0602,1.1052,-0.0880,1.110
6.225158,0.0529,1.1074,-0.0748,1.111
6.227633,0.0453,1.1108,-0.0640,1.114
6.228377,0.0299,1.1240,-0.0486,1.125
6.231767,0.0446,1.1194,-0.0626,1.122
6.233786,0.0390,1.1284,-0.0814,1.132
6.236849,0.0766,1.0940,-0.0897,1.100
6.242733,0.1032,1.0639,-0.0865,1.072
6.244076,0.0998,1.0612,-0.1004,1.071
6.245031,0.0991,1.0476,-0.1046,1.057
6.246288,0.0954,1.0471,-0.0992,1.056
6.250610,0.0876,1.0571,-0.0931,1.065
6.251588,0.0873,1.0595,-0.0877,1.067
6.256283,0.0959,1.0634,-0.0841,1.071
6.263513,0.0991,1.0612,-0.0850,1.069
6.264648,0.1030,1.0578,-0.0721,1.065
6.265430,0.0957,1.0703,-0.0618,1.076
6.266250,0.0947,1.0752,-0.0587,1.081
6.266995,0.0908,1.0803,-0.0548,1.085
6.270157,0.0900,1.0835,-0.0521,1.088
6.270805,0.0891,1.0891,-0.0523,1.094
6.275137,0.0888,1.0940,-0.0523,1.099
6.277949,0.0851,1.0952,-0.0572,1.100
6.279495,0.0830,1.0945,-0.0601,1.099
6.282446,0.0871,1.0920,-0.0665,1.098
6.285405,0.0864,1.0947,-0.0709,1.100
6.286639,0.0837,1.0942,-0.0787,1.100
6.294343,0.0851,1.0962,-0.0782,1.102
6.295631,0.0854,1.0942,-0.0748,1.100
6.296722,0.0866,1.0947,-0.0858,1.101
6.297739,0.0864,1.0964,-0.0919,1.104
6.298692,0.0827,1.0969,-0.0894,1.104
6.304917,0.0849,1.0937,-0.0860,1.100
6.306235,0.0900,1.0942,-0.0853,1.101
6.316872,0.0864,1.0923,-0.0826,1.099
6.318417,0.0859,1.0959,-0.0824,1.102
6.319504,0.0849,1.0964,-0.0767,1.102
6.320545,0.0795,1.1018,-0.0711,1.107
6.321639,0.0658,1.1174,-0.0606,1.121
6.322627,0.0737,1.1189,-0.0550,1.123
6.323588,0.0864,1.0962,-0.0777,1.102
6.332856,0.0895,1.0915,-0.0806,1.098
6.333605,0.0925,1.0852,-0.0914,1.093
6.334329,0.0964,1.0730,-0.0999,1.082
6.335331,0.1008,1.0671,-0.1061,1.077
6.336781,0.0974,1.0691,-0.1090,1.079
6.337645,0.0825,1.0903,-0.1068,1.099
6.339887,0.0937,1.0950,-0.1061,1.104
6.345802,0.1184,1.0779,-0.0926,1.088
6.346515,0.1113,1.0725,-0.0921,1.082
6.348171,0.1042,1.0654,-0.0975,1.075
6.348922,0.1030,1.0620,-0.1029,1.072
6.355457,0.0991,1.0625,-0.1017,1.072
6.356817,0.0949,1.0698,-0.1058,1.079
6.357930,0.0959,1.0837,-0.1051,1.093
6.361831,0.0927,1.0903,-0.1048,1.099
6.362758,0.0881,1.0981,-0.1078,1.107
6.364481,0.0876,1.0974,-0.1109,1.106
6.367942,0.0849,1.1003,-0.1175,1.110
6.370377,0.0854,1.1062,-0.1278,1.117
6.375745,0.0822,1.1101,-0.1359,1.121
6.378297,0.0820,1.1113,-0.1356,1.123
6.379031,0.0793,1.1130,-0.1473,1.126
6.379748,0.0790,1.1165,-0.1469,1.129
6.382265,0.0720,1.1260,-0.1454,1.138
6.384874,0.0661,1.1360,-0.1456,1.147
6.400515,0.0607,1.1445,-0.1307,1.154
6.400956,0.0514,1.1533,-0.1085,1.160
6.401342,0.0612,1.1397,-0.1141,1.147
6.401690,0.0693,1.1282,-0.1327,1.138
6.402010,0.0746,1.1172,-0.1332,1.128
6.402323,0.0844,1.1111,-0.1295,1.122
6.402630,0.0903,1.0986,-0.1339,1.110
6.408151,0.0905,1.0935,-0.1315,1.105
6.408620,0.0886,1.0815,-0.1197,1.092
6.408963,0.0851,1.0769,-0.1087,1.086
6.411944,0.0849,1.0695,-0.0948,1.077
6.414122,0.0842,1.0693,-0.0814,1.076
6.418115,0.0856,1.0715,-0.0601,1.077
6.419300,0.0756,1.0671,-0.0438,1.071
6.423116,0.0729,1.0586,-0.0225,1.061
6.425389,0.0710,1.0493,-0.0054,1.052
6.427996,0.0693,1.0478,0.0017,1.050
6.429685,0.0634,1.0434,0.0195,1.046
6.432517,0.0656,1.0444,0.0281,1.047
6.435419,0.0646,1.0480,0.0349,1.051
6.436778,0.0658,1.0498,0.0474,1.053
6.440640,0.0644,1.0473,0.0469,1.050
6.452581,0.0654,1.0498,0.0474,1.053
6.453029,0.0666,1.0517,0.0496,1.055
6.453423,0.0617,1.0456,0.0420,1.048
6.453810,0.0654,1.0463,0.0388,1.049
6.454229,0.0727,1.0502,0.0344,1.053
6.454693,0.0693,1.0480,0.0295,1.051
6.461564,0.0720,1.0581,0.0278,1.061
6.462746,0.0795,1.0705,0.0195,1.074
6.463545,0.0895,1.0717,0.0203,1.076
6.464160,0.0917,1.0798,0.0212,1.084
6.467095,0.0888,1.0793,0.0205,1.083
6.469477,0.0891,1.0757,0.0154,1.079
6.475561,0.0949,1.0779,0.0095,1.082
6.476457,0.1005,1.0776,-0.0010,1.082
6.476974,0.0925,1.0803,-0.0039,1.084
6.481502,0.0776,1.1057,-0.0105,1.108
6.482022,0.1064,1.1084,-0.0132,1.114
6.486437,0.1152,1.0893,-0.0083,1.095
6.487001,0.1147,1.0732,0.0034,1.079
6.493063,0.1101,1.0703,-0.0071,1.076
6.494078,0.1030,1.0666,-0.0171,1.072
6.494784,0.0935,1.0586,-0.0205,1.063
6.498324,0.0925,1.0632,-0.0218,1.067
6.501554,0.0964,1.0659,-0.0149,1.070
6.502115,0.0935,1.0598,-0.0210,1.064
6.506371,0.0917,1.0630,-0.0210,1.067
6.506901,0.0913,1.0693,-0.0213,1.073
6.510272,0.0949,1.0730,-0.0135,1.077
6.512600,0.0974,1.0744,-0.0149,1.079
6.515278,0.0937,1.0793,-0.0127,1.083
6.517386,0.0925,1.0818,-0.0088,1.086
6.520439,0.0932,1.0859,-0.0061,1.090
6.523068,0.0851,1.0808,-0.0030,1.084
6.525674,0.0834,1.0847,-0.0017,1.088
6.530848,0.0847,1.0925,-0.0034,1.096
6.531632,0.0866,1.0910,-0.0012,1.094
6.532476,0.0878,1.0842,-0.0047,1.088
6.538552,0.0888,1.0840,-0.0071,1.088
6.543696,0.0866,1.0874,-0.0115,1.091
6.544511,0.0820,1.0896,-0.0105,1.093
6.548605,0.0964,1.0950,-0.0086,1.099
6.549213,0.1049,1.1018,0.0009,1.107
6.549769,0.0957,1.1033,0.0053,1.107
6.550322,0.0915,1.0945,0.0029,1.098
6.555603,0.0837,1.0888,0.0022,1.092
6.562219,0.0849,1.0840,-0.0083,1.087
6.567106,0.0881,1.0803,-0.0103,1.084
6.567831,0.0851,1.0742,-0.0054,1.078
6.568351,0.0900,1.0713,-0.0054,1.075
6.568763,0.0917,1.0727,-0.0049,1.077
6.569256,0.1003,1.0725,-0.0047,1.077
6.569711,0.0998,1.0722,-0.0074,1.077
6.580442,0.0944,1.0717,-0.0010,1.076
6.581382,0.0986,1.0654,0.0036,1.070
6.582051,0.1023,1.0681,0.0024,1.073
6.582680,0.1005,1.0727,0.0102,1.077
6.583306,0.0996,1.0676,0.0190,1.072
6.586632,0.1023,1.0759,0.0137,1.081
6.589319,0.1057,1.0752,0.0195,1.081
6.602208,0.1052,1.0766,0.0217,1.082
6.603528,0.1059,1.0810,0.0244,1.086
6.604361,0.1023,1.0906,0.0261,1.096
6.605277,0.1101,1.0866,0.0193,1.092
6.605939,0.1169,1.0715,0.0234,1.078
6.606286,0.1130,1.0801,0.0232,1.086
6.606674,0.1113,1.0818,0.0154,1.088
6.609844,0.1142,1.0810,0.0141,1.087
6.610553,0.1064,1.0815,0.0112,1.087
6.615527,0.1062,1.0871,0.0017,1.092
6.616132,0.1093,1.0898,-0.0022,1.095
6.619098,0.1076,1.0925,-0.0052,1.098
6.620666,0.1081,1.0915,-0.0039,1.097
6.628746,0.1062,1.0859,-0.0122,1.091
6.629366,0.1071,1.0925,-0.0091,1.098
6.629812,0.1064,1.0945,-0.0086,1.100
6.630345,0.1084,1.0915,-0.0066,1.097
6.632689,0.1096,1.0915,-0.0066,1.097
6.635435,0.1086,1.0891,-0.0078,1.095
6.639678,0.1037,1.0840,-0.0103,1.089
6.641477,0.1035,1.0820,-0.0088,1.087
6.643202,0.1013,1.0815,-0.0066,1.086
6.645881,0.1040,1.0805,-0.0105,1.086
6.648531,0.1037,1.0788,-0.0054,1.084
6.650694,0.1071,1.0793,-0.0137,1.085
6.653364,0.1064,1.0766,-0.0152,1.082
6.658995,0.1066,1.0786,-0.0220,1.084
6.659737,0.1069,1.0793,-0.0201,1.085
6.660315,0.1062,1.0781,-0.0171,1.083
6.663185,0.1088,1.0754,-0.0208,1.081
6.665624,0.1106,1.0781,-0.0218,1.084
6.668061,0.1113,1.0783,-0.0171,1.084
6.670651,0.1054,1.0779,-0.0203,1.083
6.674267,0.1076,1.0815,-0.0188,1.087
6.677205,0.1118,1.0810,-0.0171,1.087
6.677760,0.1115,1.0798,-0.0137,1.086
6.681058,0.1123,1.0832,-0.0108,1.089
6.683359,0.1088,1.0803,-0.0144,1.086
6.686179,0.1118,1.0859,-0.0201,1.092
6.689809,0.1125,1.0827,-0.0152,1.089
6.693275,0.1135,1.0884,-0.0154,1.094
6.694260,0.1159,1.0852,-0.0130,1.091
6.696828,0.1145,1.0879,-0.0132,1.094
6.698981,0.1130,1.0862,-0.0110,1.092
6.701421,0.1154,1.0842,-0.0076,1.090
6.703828,0.1157,1.0864,-0.0105,1.093
6.731730,0.1157,1.0813,-0.0096,1.087
6.734015,0.1172,1.0879,-0.0054,1.094
6.735493,0.1167,1.0864,-0.0047,1.093
6.738637,0.1142,1.0830,-0.0052,1.089
6.740546,0.1164,1.0830,0.0012,1.089
6.741476,0.1152,1.0857,-0.0005,1.092
6.742468,0.1157,1.0844,-0.0003,1.091
6.743268,0.1123,1.0813,0.0041,1.087
6.743794,0.1101,1.0854,0.0005,1.091
6.744288,0.1115,1.0818,-0.0008,1.087
6.745322,0.1071,1.0830,0.0034,1.088
6.745925,0.1074,1.0818,-0.0012,1.087
6.746882,0.1081,1.0783,-0.0005,1.084
6.747435,0.1042,1.0825,0.0014,1.087
6.748383,0.1049,1.0820,-0.0069,1.087
6.749443,0.1066,1.0801,-0.0044,1.085
6.749988,0.1074,1.0825,-0.0088,1.088
6.750644,0.1023,1.0822,-0.0000,1.087
6.751423,0.1076,1.0759,0.0014,1.081
6.769965,0.1081,1.0754,-0.0027,1.081
6.770930,0.1057,1.0798,0.0017,1.085
6.771499,0.1023,1.0805,-0.0030,1.085
6.772056,0.1015,1.0771,0.0031,1.082
6.772716,0.1052,1.0815,-0.0005,1.087
6.773291,0.1023,1.0774,0.0039,1.082
6.773879,0.1057,1.0822,0.0080,1.087
6.774471,0.1066,1.0793,0.0066,1.085
6.775302,0.1035,1.0793,0.0058,1.084
6.779600,0.1013,1.0776,0.0061,1.082
6.780363,0.1020,1.0752,0.0071,1.080
6.781576,0.1018,1.0759,0.0078,1.081
6.784618,0.0996,1.0737,0.0053,1.078
6.786573,0.1044,1.0766,0.0056,1.082
6.789981,0.1049,1.0786,0.0071,1.084
6.793970,0.0998,1.0779,0.0095,1.083
6.796905,0.1049,1.0796,0.0085,1.085
6.797369,0.1052,1.0801,0.0132,1.085
6.798981,0.0996,1.0761,0.0095,1.081
6.801738,0.0991,1.0791,0.0051,1.084
6.804048,0.0979,1.0808,0.0093,1.085
6.806958,0.0969,1.0810,0.0085,1.085
6.809409,0.0974,1.0774,0.0090,1.082
6.812776,0.0952,1.0783,0.0095,1.083
6.813665,0.0930,1.0810,0.0093,1.085
6.817640,0.0937,1.0805,0.0088,1.085
6.819367,0.0944,1.0810,0.0107,1.085
6.823552,0.0974,1.0776,0.0073,1.082
6.831685,0.0971,1.0774,0.0029,1.082
6.832559,0.0908,1.0820,0.0063,1.086
6.833150,0.0939,1.0754,0.0027,1.080
6.833720,0.0939,1.0776,0.0056,1.082
6.834302,0.1023,1.0793,0.0014,1.084
6.837882,0.0991,1.0793,-0.0003,1.084
6.845404,0.0998,1.0798,-0.0022,1.084
6.846173,0.1010,1.0793,-0.0110,1.084
6.846714,0.1023,1.0791,-0.0105,1.084
6.847227,0.1076,1.0749,-0.0127,1.080
6.850612,0.1098,1.0803,-0.0205,1.086
6.851628,0.1076,1.0774,-0.0208,1.083
6.855767,0.1093,1.0796,-0.0254,1.085
6.858362,0.1098,1.0769,-0.0308,1.083
6.860169,0.1096,1.0779,-0.0335,1.084
6.862448,0.1164,1.0791,-0.0374,1.086
6.864506,0.1194,1.0801,-0.0452,1.088
6.866831,0.1220,1.0747,-0.0489,1.083
6.869229,0.1230,1.0808,-0.0501,1.089
6.873400,0.1235,1.0791,-0.0479,1.087
6.876281,0.1213,1.0818,-0.0494,1.090
6.877983,0.1203,1.0803,-0.0570,1.088
6.881021,0.1250,1.0771,-0.0538,1.086
6.881585,0.1169,1.0903,-0.0540,1.098
6.887741,0.1191,1.0950,-0.0533,1.103
6.888271,0.1321,1.0742,-0.0484,1.083
6.891283,0.1281,1.0737,-0.0352,1.082
6.907852,0.1216,1.0774,-0.0364,1.085
6.908397,0.1196,1.0725,-0.0384,1.080
6.909749,0.1120,1.0774,-0.0306,1.084
6.911681,0.1128,1.0730,-0.0301,1.079
6.913505,0.1130,1.0725,-0.0315,1.079
6.914455,0.1088,1.0774,-0.0237,1.083
6.916499,0.1062,1.0764,-0.0223,1.082
6.917408,0.1062,1.0766,-0.0191,1.082
6.918264,0.1076,1.0771,-0.0120,1.083
6.918821,0.1015,1.0791,-0.0088,1.084
6.920836,0.0996,1.0766,-0.0047,1.081
6.921754,0.1015,1.0779,-0.0042,1.083
6.922747,0.1057,1.0791,0.0056,1.084
6.938690,0.1035,1.0793,0.0071,1.084
6.939397,0.0991,1.0842,0.0139,1.089
6.939929,0.1023,1.0864,0.0105,1.091
6.940363,0.1023,1.0864,0.0156,1.091
6.941161,0.1013,1.0876,0.0176,1.092
6.941612,0.1052,1.0842,0.0178,1.089
6.942050,0.1079,1.0871,0.0129,1.093
6.942487,0.0949,1.1028,0.0044,1.107
6.946066,0.1040,1.1037,-0.0061,1.109
6.947507,0.1262,1.0805,0.0137,1.088
6.951225,0.1240,1.0749,0.0195,1.082
6.952692,0.1159,1.0796,0.0095,1.086
6.955371,0.1201,1.0781,0.0027,1.085
6.957010,0.1162,1.0818,-0.0005,1.088
6.960503,0.1123,1.0813,-0.0093,1.087
6.963197,0.1162,1.0788,-0.0169,1.085
6.965436,0.1128,1.0808,-0.0198,1.087
6.967721,0.1115,1.0849,-0.0313,1.091
6.970756,0.1088,1.0847,-0.0384,1.091
6.977555,0.1091,1.0859,-0.0455,1.092
6.978240,0.1081,1.0869,-0.0530,1.094
6.978697,0.1079,1.0869,-0.0567,1.094
6.979829,0.1052,1.0886,-0.0618,1.095
6.983296,0.1005,1.0871,-0.0684,1.094
6.985480,0.1013,1.0827,-0.0699,1.090
6.987987,0.1023,1.0881,-0.0824,1.096
6.990974,0.1010,1.0886,-0.0814,1.096
6.993140,0.1013,1.0869,-0.0872,1.095
6.997645,0.1015,1.0884,-0.0931,1.097
6.998167,0.0969,1.0874,-0.0921,1.096
7.000008,0.1018,1.0893,-0.0924,1.098
7.003479,0.1025,1.0891,-0.0958,1.098
7.004816,0.1044,1.0937,-0.0953,1.103
7.008560,0.1015,1.0910,-0.0870,1.099
7.010371,0.1015,1.0908,-0.0777,1.098
7.012831,0.1015,1.0891,-0.0770,1.097
7.015499,0.1047,1.0928,-0.0743,1.100
7.017737,0.1035,1.0937,-0.0687,1.101
7.020348,0.1025,1.0947,-0.0613,1.101
7.024265,0.1001,1.0950,-0.0626,1.101
7.026688,0.0966,1.0942,-0.0606,1.100
7.027150,0.1057,1.0884,-0.0538,1.095
7.030601,0.0988,1.0893,-0.0491,1.095
7.032876,0.0979,1.0908,-0.0442,1.096
7.035275,0.0979,1.0871,-0.0440,1.092
7.037605,0.0991,1.0898,-0.0408,1.095
7.040860,0.0922,1.0913,-0.0396,1.096
7.042875,0.0942,1.0879,-0.0372,1.093
7.045036,0.0944,1.0835,-0.0362,1.088
7.047842,0.0915,1.0827,-0.0340,1.087
7.050942,0.0895,1.0786,-0.0337,1.083
7.053526,0.0900,1.0805,-0.0330,1.085
7.061166,0.0917,1.0786,-0.0274,1.083
7.062167,0.0895,1.0810,-0.0249,1.085
7.062896,0.0915,1.0771,-0.0320,1.081
7.063575,0.0937,1.0727,-0.0291,1.077
7.067581,0.0915,1.0715,-0.0247,1.076
7.068526,0.0876,1.0735,-0.0218,1.077
7.070449,0.0847,1.0742,-0.0269,1.078
7.078745,0.0847,1.0713,-0.0210,1.075
7.079431,0.0844,1.0717,-0.0225,1.075
7.080022,0.0849,1.0688,-0.0201,1.072
7.080551,0.0856,1.0732,-0.0201,1.077
7.083159,0.0878,1.0705,-0.0298,1.075
7.085878,0.0849,1.0710,-0.0225,1.075
7.088214,0.0847,1.0744,-0.0223,1.078
7.092079,0.0856,1.0759,-0.0235,1.080
7.092814,0.0864,1.0764,-0.0276,1.080
7.096187,0.0876,1.0798,-0.0340,1.084
7.098768,0.0834,1.0857,-0.0352,1.089
7.100721,0.0837,1.0852,-0.0455,1.089
7.103701,0.0954,1.0757,-0.0398,1.081
7.108123,0.0949,1.0793,-0.0428,1.084
7.108769,0.0883,1.0796,-0.0482,1.084
7.111113,0.0854,1.0774,-0.0548,1.082
7.113577,0.0851,1.0754,-0.0570,1.080
7.116646,0.0903,1.0810,-0.0582,1.086
7.118427,0.0883,1.0788,-0.0660,1.084
7.121135,0.0800,1.0801,-0.0694,1.085
7.124276,0.0825,1.0849,-0.0743,1.091
7.127388,0.0849,1.0869,-0.0782,1.093
7.127977,0.0839,1.0862,-0.0799,1.092
7.130760,0.0837,1.0849,-0.0799,1.091
7.133087,0.0847,1.0864,-0.0799,1.093
7.135732,0.0839,1.0847,-0.0870,1.091
7.138749,0.0808,1.0847,-0.0931,1.092
7.142153,0.0825,1.0849,-0.0914,1.092
7.143773,0.0847,1.0884,-0.0924,1.096
7.145934,0.0881,1.0898,-0.0953,1.098
7.148183,0.0851,1.0903,-0.0965,1.098
7.150559,0.0861,1.0910,-0.0975,1.099
7.153474,0.0876,1.0874,-0.0965,1.095
7.157036,0.0844,1.0906,-0.0995,1.098
7.159217,0.0839,1.0935,-0.0990,1.101
7.160868,0.0883,1.0884,-0.0977,1.096
7.163803,0.0854,1.0915,-0.0985,1.099
7.166019,0.0830,1.0908,-0.0929,1.098
7.168620,0.0844,1.0884,-0.0970,1.096
7.171303,0.0798,1.0901,-0.0968,1.097
7.174293,0.0849,1.0884,-0.0890,1.095
7.176771,0.0859,1.0859,-0.0831,1.092
7.179051,0.0827,1.0879,-0.0814,1.094
7.181230,0.0847,1.0871,-0.0789,1.093
7.183751,0.0898,1.0864,-0.0806,1.093
7.186596,0.0859,1.0896,-0.0767,1.096
7.193103,0.0827,1.0874,-0.0706,1.093
7.193955,0.0830,1.0854,-0.0694,1.091
7.194700,0.0856,1.0869,-0.0672,1.092
7.196843,0.0842,1.0835,-0.0628,1.089
7.198696,0.0825,1.0932,-0.0645,1.098
7.201603,0.0869,1.0859,-0.0611,1.091
7.203984,0.0820,1.0842,-0.0609,1.089
7.209168,0.0803,1.0827,-0.0562,1.087
7.212576,0.0878,1.0835,-0.0582,1.089
7.213137,0.0839,1.0813,-0.0589,1.086
7.213644,0.0873,1.0835,-0.0584,1.089
7.216874,0.0876,1.0798,-0.0606,1.085
7.218552,0.0900,1.0779,-0.0599,1.083
7.221807,0.0908,1.0732,-0.0591,1.079
7.226877,0.0893,1.0715,-0.0655,1.077
7.227584,0.0900,1.0730,-0.0672,1.079
7.229512,0.0937,1.0759,-0.0706,1.082
7.232192,0.0913,1.0737,-0.0736,1.080
7.234368,0.0917,1.0722,-0.0684,1.078
7.237223,0.0966,1.0722,-0.0694,1.079
7.239711,0.0937,1.0749,-0.0714,1.081
7.242282,0.0915,1.0735,-0.0782,1.080
7.244434,0.0930,1.0688,-0.0755,1.076
7.247022,0.0915,1.0749,-0.0760,1.081
7.250512,0.0954,1.0781,-0.0758,1.085
7.253838,0.0949,1.0749,-0.0802,1.082
7.254278,0.0944,1.0786,-0.0797,1.086
7.259584,0.0935,1.0791,-0.0806,1.086
7.260215,0.0964,1.0798,-0.0860,1.088
7.261777,0.0944,1.0837,-0.0860,1.091
7.264073,0.0905,1.0879,-0.0907,1.095
7.266840,0.0932,1.0901,-0.0919,1.098
7.268927,0.0947,1.0879,-0.0938,1.096
7.271292,0.0969,1.0879,-0.0934,1.096
7.274921,0.0913,1.0942,-0.0934,1.102
7.276631,0.0915,1.0937,-0.1014,1.102
7.278728,0.0947,1.0964,-0.0990,1.105
7.281159,0.0932,1.0930,-0.0977,1.101
7.284068,0.0937,1.0930,-0.0977,1.101
7.287209,0.0920,1.0940,-0.0985,1.102
