time,gFx,gFy,gFz,TgF
7.292292,0.0959,1.0901,-0.0977,1.099
7.292856,0.0949,1.0959,-0.0931,1.104
7.294435,0.0932,1.0896,-0.0846,1.097
7.296421,0.0935,1.0832,-0.0819,1.090
7.298849,0.0969,1.0852,-0.0816,1.093
7.302057,0.0969,1.0830,-0.0760,1.090
7.305844,0.0957,1.0820,-0.0723,1.089
7.309435,0.0959,1.0813,-0.0701,1.088
7.309938,0.1003,1.0825,-0.0655,1.089
7.311817,0.1008,1.0820,-0.0670,1.089
7.314218,0.0996,1.0822,-0.0640,1.089
7.316973,0.0966,1.0781,-0.0621,1.084
7.319046,0.0986,1.0781,-0.0613,1.084
7.321638,0.0991,1.0776,-0.0611,1.084
7.325384,0.0952,1.0742,-0.0621,1.080
7.326799,0.0964,1.0727,-0.0599,1.079
7.329785,0.0917,1.0749,-0.0621,1.081
7.331607,0.0964,1.0717,-0.0621,1.078
7.334235,0.0954,1.0710,-0.0657,1.077
7.336682,0.0979,1.0717,-0.0701,1.078
7.342597,0.0949,1.0715,-0.0655,1.078
7.343501,0.0959,1.0710,-0.0670,1.077
7.344292,0.0964,1.0727,-0.0726,1.079
7.348080,0.0988,1.0727,-0.0745,1.080
7.348780,0.0957,1.0752,-0.0789,1.082
7.351815,0.1013,1.0757,-0.0714,1.083
7.355555,0.1001,1.0710,-0.0733,1.078
7.357367,0.1001,1.0781,-0.0745,1.085
7.359545,0.1005,1.0744,-0.0789,1.082
7.362460,0.1049,1.0700,-0.0792,1.078
7.364343,0.1047,1.0788,-0.0809,1.087
7.367060,0.1023,1.0776,-0.0794,1.085
7.370014,0.1010,1.0781,-0.0728,1.085
7.374055,0.1013,1.0764,-0.0782,1.084
7.375194,0.1035,1.0764,-0.0789,1.084
7.391130,0.1079,1.0757,-0.0753,1.084
7.391657,0.1003,1.0813,-0.0755,1.089
7.392564,0.1044,1.0830,-0.0794,1.091
7.393692,0.1037,1.0866,-0.0816,1.095
7.394885,0.1018,1.0781,-0.0763,1.086
7.395781,0.1001,1.0757,-0.0816,1.083
7.396460,0.0976,1.0781,-0.0777,1.085
7.397327,0.0986,1.0761,-0.0767,1.083
7.398292,0.0976,1.0761,-0.0811,1.084
7.400543,0.0981,1.0747,-0.0787,1.082
7.405492,0.1010,1.0801,-0.0794,1.088
7.407064,0.1015,1.0771,-0.0858,1.085
7.411659,0.0976,1.0783,-0.0836,1.086
7.412810,0.0983,1.0820,-0.0794,1.089
7.413513,0.0954,1.0798,-0.0870,1.087
7.414304,0.1008,1.0798,-0.0814,1.088
7.418450,0.0998,1.0798,-0.0806,1.087
7.420108,0.1005,1.0810,-0.0843,1.089
7.425800,0.0981,1.0774,-0.0897,1.086
7.426251,0.0993,1.0805,-0.0846,1.088
7.427359,0.1013,1.0801,-0.0855,1.088
7.430146,0.1071,1.0791,-0.0850,1.088
7.432328,0.1013,1.0757,-0.0826,1.084
7.435193,0.1025,1.0791,-0.0882,1.088
7.438600,0.1040,1.0830,-0.0814,1.091
7.446343,0.1027,1.0842,-0.0848,1.092
7.447071,0.1047,1.0771,-0.0846,1.085
7.447559,0.1020,1.0808,-0.0899,1.089
7.448013,0.1020,1.0820,-0.0916,1.091
7.454180,0.1044,1.0822,-0.0904,1.091
7.454662,0.1025,1.0788,-0.0870,1.087
7.455129,0.1059,1.0749,-0.0868,1.084
7.458746,0.1027,1.0749,-0.0931,1.084
7.460615,0.1018,1.0788,-0.0943,1.088
7.463337,0.1066,1.0796,-0.0894,1.088
7.465524,0.1076,1.0786,-0.0865,1.087
7.468070,0.1040,1.0766,-0.0907,1.085
7.470867,0.1003,1.0793,-0.0897,1.088
7.473235,0.1032,1.0798,-0.0875,1.088
7.478399,0.1059,1.0825,-0.0926,1.092
7.478911,0.1037,1.0813,-0.0863,1.090
7.480320,0.1076,1.0769,-0.0885,1.086
7.483399,0.1052,1.0766,-0.0938,1.086
7.491773,0.1062,1.0796,-0.0924,1.089
7.492658,0.1052,1.0825,-0.0929,1.092
7.493285,0.1035,1.0779,-0.0924,1.087
7.493796,0.1044,1.0744,-0.0946,1.084
7.496124,0.1076,1.0754,-0.0956,1.085
7.498107,0.1074,1.0783,-0.1017,1.088
7.500225,0.1079,1.0757,-0.0997,1.086
7.503261,0.1069,1.0818,-0.0990,1.092
7.506537,0.1106,1.0803,-0.0982,1.090
7.508860,0.1118,1.0791,-0.0999,1.089
7.511281,0.1096,1.0793,-0.1029,1.090
7.513694,0.1098,1.0842,-0.1029,1.095
7.522659,0.1096,1.0798,-0.1036,1.090
7.523185,0.1084,1.0776,-0.1048,1.088
7.523680,0.1093,1.0808,-0.1019,1.091
7.525014,0.1086,1.0781,-0.1053,1.089
7.525821,0.1071,1.0786,-0.1012,1.089
7.527915,0.1064,1.0788,-0.0973,1.088
7.531031,0.1071,1.0788,-0.1007,1.089
7.533681,0.1064,1.0801,-0.1002,1.090
7.536453,0.1032,1.0791,-0.0970,1.088
7.539732,0.1074,1.0805,-0.0960,1.090
7.542292,0.1059,1.0793,-0.0941,1.089
7.544825,0.1062,1.0840,-0.0894,1.093
7.545274,0.1047,1.0844,-0.0885,1.093
7.547802,0.1001,1.0825,-0.0875,1.091
7.550572,0.1035,1.0859,-0.0860,1.094
7.553258,0.1010,1.0842,-0.0816,1.092
7.556166,0.1023,1.0849,-0.0821,1.093
7.558407,0.0986,1.0786,-0.0833,1.086
7.560865,0.1015,1.0815,-0.0741,1.089
7.562999,0.0983,1.0776,-0.0775,1.085
7.565709,0.0986,1.0769,-0.0785,1.084
7.567936,0.0957,1.0752,-0.0728,1.082
7.571045,0.0986,1.0725,-0.0721,1.079
7.576530,0.0961,1.0727,-0.0719,1.079
7.577174,0.0944,1.0744,-0.0738,1.081
7.578909,0.0947,1.0774,-0.0723,1.084
7.581020,0.0957,1.0764,-0.0728,1.083
7.583879,0.0942,1.0747,-0.0758,1.081
7.586004,0.0954,1.0771,-0.0743,1.084
7.588364,0.0932,1.0725,-0.0760,1.079
7.591933,0.0957,1.0669,-0.0748,1.074
7.593764,0.0944,1.0710,-0.0736,1.078
7.596503,0.0944,1.0710,-0.0728,1.078
7.598273,0.0920,1.0710,-0.0738,1.077
7.601555,0.0908,1.0739,-0.0750,1.080
7.603295,0.0932,1.0720,-0.0785,1.079
7.606679,0.0917,1.0666,-0.0787,1.073
7.609095,0.0915,1.0713,-0.0797,1.078
7.610675,0.0920,1.0683,-0.0821,1.075
7.613636,0.0925,1.0759,-0.0814,1.083
7.621982,0.0883,1.0764,-0.0816,1.083
7.622698,0.0910,1.0783,-0.0877,1.086
7.623219,0.0930,1.0749,-0.0897,1.083
7.624534,0.0927,1.0742,-0.0936,1.082
7.627026,0.0937,1.0754,-0.0946,1.084
7.628746,0.0925,1.0779,-0.0973,1.086
7.631268,0.0905,1.0783,-0.0985,1.087
7.633673,0.0927,1.0781,-0.1046,1.087
7.636485,0.0952,1.0739,-0.1073,1.083
7.639967,0.1003,1.0769,-0.1122,1.087
7.642152,0.1015,1.0764,-0.1166,1.087
7.643831,0.1071,1.0761,-0.1214,1.088
7.646804,0.1074,1.0754,-0.1214,1.088
7.648609,0.1101,1.0769,-0.1254,1.090
7.651069,0.1108,1.0793,-0.1344,1.093
7.653939,0.1150,1.0801,-0.1359,1.095
7.658829,0.1130,1.0788,-0.1327,1.093
7.662871,0.1181,1.0820,-0.1393,1.097
7.663791,0.1130,1.0820,-0.1444,1.097
7.679955,0.1162,1.0893,-0.1432,1.105
7.680918,0.1196,1.0820,-0.1405,1.098
7.681809,0.1130,1.0818,-0.1407,1.097
7.682671,0.1044,1.0896,-0.1469,1.104
7.683382,0.1084,1.0891,-0.1447,1.104
7.684176,0.1079,1.0862,-0.1390,1.100
7.684904,0.1079,1.0876,-0.1427,1.102
7.685499,0.1076,1.0859,-0.1432,1.101
7.686078,0.1108,1.0832,-0.1373,1.098
7.686637,0.1098,1.0830,-0.1405,1.098
7.693772,0.1123,1.0881,-0.1403,1.103
7.694896,0.1145,1.0879,-0.1410,1.103
7.695662,0.1137,1.0832,-0.1356,1.098
7.696298,0.1164,1.0774,-0.1349,1.092
7.699789,0.1172,1.0786,-0.1371,1.094
7.701780,0.1206,1.0769,-0.1376,1.092
7.706414,0.1179,1.0757,-0.1315,1.090
7.709126,0.1194,1.0717,-0.1359,1.087
7.709749,0.1218,1.0754,-0.1315,1.090
7.711622,0.1179,1.0744,-0.1271,1.088
7.714886,0.1159,1.0739,-0.1295,1.088
7.716892,0.1206,1.0801,-0.1307,1.095
7.718952,0.1181,1.0783,-0.1271,1.092
7.721475,0.1164,1.0720,-0.1351,1.087
7.724547,0.1176,1.0730,-0.1310,1.087
7.727360,0.1191,1.0700,-0.1192,1.083
7.729663,0.1172,1.0739,-0.1224,1.087
7.731524,0.1220,1.0727,-0.1244,1.087
7.733705,0.1233,1.0727,-0.1266,1.087
7.737695,0.1208,1.0764,-0.1295,1.091
7.740954,0.1189,1.0747,-0.1295,1.089
7.747492,0.1208,1.0749,-0.1288,1.089
7.747991,0.1191,1.0808,-0.1251,1.095
7.748433,0.1157,1.0801,-0.1232,1.093
7.752165,0.1184,1.0793,-0.1295,1.093
7.752528,0.1184,1.0744,-0.1266,1.088
7.753963,0.1179,1.0757,-0.1302,1.090
7.757981,0.1208,1.0757,-0.1317,1.090
7.760462,0.1198,1.0732,-0.1302,1.088
7.761026,0.1194,1.0730,-0.1298,1.087
7.765096,0.1208,1.0774,-0.1288,1.092
7.767543,0.1203,1.0744,-0.1349,1.090
7.769216,0.1203,1.0752,-0.1346,1.090
7.772047,0.1179,1.0764,-0.1327,1.091
7.777074,0.1206,1.0779,-0.1344,1.093
7.777814,0.1213,1.0801,-0.1278,1.094
7.779988,0.1181,1.0739,-0.1315,1.088
7.783493,0.1176,1.0761,-0.1322,1.091
7.791455,0.1191,1.0774,-0.1351,1.092
7.792418,0.1196,1.0759,-0.1302,1.090
7.793119,0.1201,1.0769,-0.1280,1.091
7.793830,0.1218,1.0803,-0.1266,1.094
7.796224,0.1169,1.0810,-0.1217,1.094
7.801175,0.1184,1.0815,-0.1173,1.094
7.802207,0.1174,1.0791,-0.1166,1.092
7.803012,0.1208,1.0764,-0.1109,1.089
7.805818,0.1196,1.0764,-0.1131,1.089
7.806834,0.1172,1.0771,-0.1114,1.089
7.811524,0.1208,1.0735,-0.1109,1.086
7.812657,0.1211,1.0779,-0.1134,1.091
7.815282,0.1194,1.0754,-0.1109,1.088
7.817265,0.1216,1.0749,-0.1070,1.087
7.819632,0.1150,1.0754,-0.1078,1.087
7.822651,0.1172,1.0786,-0.1063,1.090
7.825257,0.1184,1.0786,-0.1070,1.090
7.829710,0.1164,1.0803,-0.1141,1.093
7.830537,0.1150,1.0783,-0.1158,1.091
7.832954,0.1120,1.0774,-0.1134,1.089
7.837789,0.1135,1.0783,-0.1105,1.090
7.838316,0.1142,1.0813,-0.1153,1.093
7.841641,0.1145,1.0781,-0.1173,1.090
7.845476,0.1128,1.0732,-0.1151,1.085
7.846650,0.1181,1.0730,-0.1222,1.086
7.847368,0.1174,1.0779,-0.1232,1.091
7.850485,0.1115,1.0754,-0.1212,1.088
7.852657,0.1118,1.0776,-0.1276,1.091
7.857813,0.1172,1.0779,-0.1210,1.091
7.859217,0.1172,1.0752,-0.1171,1.088
7.861815,0.1115,1.0727,-0.1185,1.085
7.862580,0.1054,1.0757,-0.1139,1.087
7.864924,0.1057,1.0742,-0.1163,1.086
7.867324,0.1130,1.0747,-0.1163,1.087
7.869554,0.1098,1.0805,-0.1136,1.092
7.873457,0.1069,1.0798,-0.1087,1.091
7.875144,0.1066,1.0739,-0.1070,1.085
7.877161,0.1108,1.0754,-0.1090,1.087
7.879880,0.1130,1.0798,-0.1117,1.091
7.882549,0.1096,1.0803,-0.1109,1.091
7.884685,0.1120,1.0776,-0.1105,1.089
7.887476,0.1113,1.0803,-0.1087,1.091
7.893435,0.1132,1.0847,-0.1136,1.096
7.895279,0.1135,1.0854,-0.1144,1.097
7.896176,0.1130,1.0864,-0.1134,1.098
7.897246,0.1130,1.0884,-0.1168,1.100
7.900142,0.1125,1.0803,-0.1161,1.092
7.902317,0.1179,1.0786,-0.1178,1.091
7.904972,0.1167,1.0840,-0.1180,1.097
7.909380,0.1147,1.0837,-0.1156,1.096
7.910092,0.1140,1.0820,-0.1178,1.094
7.912289,0.1150,1.0771,-0.1119,1.089
7.915350,0.1154,1.0752,-0.1144,1.087
7.918875,0.1106,1.0732,-0.1158,1.085
7.919443,0.1101,1.0774,-0.1056,1.088
7.922770,0.1110,1.0717,-0.1046,1.083
7.925468,0.1093,1.0732,-0.1046,1.084
7.927774,0.1059,1.0739,-0.1012,1.084
7.929623,0.1044,1.0695,-0.1012,1.079
7.932205,0.1040,1.0695,-0.1002,1.079
7.936261,0.1066,1.0693,-0.0958,1.079
7.937054,0.1037,1.0703,-0.0904,1.079
7.941639,0.1025,1.0730,-0.0899,1.082
7.942240,0.1062,1.0732,-0.0936,1.083
7.945029,0.1037,1.0739,-0.0929,1.083
7.947473,0.0998,1.0710,-0.0953,1.080
7.950359,0.1071,1.0737,-0.0938,1.083
7.952949,0.0988,1.0744,-0.0931,1.083
7.956472,0.1032,1.0688,-0.0951,1.078
7.959668,0.1052,1.0730,-0.0968,1.082
7.960562,0.0998,1.0720,-0.0882,1.080
7.962594,0.1003,1.0730,-0.0943,1.082
7.965411,0.1025,1.0708,-0.1017,1.080
7.967652,0.1030,1.0703,-0.0995,1.080
7.970354,0.1001,1.0727,-0.0960,1.082
7.974656,0.1001,1.0735,-0.0919,1.082
7.979241,0.1040,1.0678,-0.0943,1.077
7.979951,0.1059,1.0705,-0.0970,1.080
7.980543,0.1071,1.0774,-0.1009,1.087
7.982616,0.1059,1.0739,-0.1012,1.084
7.985469,0.1047,1.0737,-0.0995,1.083
7.989582,0.1040,1.0700,-0.1019,1.080
7.999215,0.1064,1.0710,-0.1017,1.081
8.000303,0.1047,1.0769,-0.1009,1.087
8.000922,0.1040,1.0752,-0.1026,1.085
8.001452,0.1054,1.0737,-0.1021,1.084
8.001980,0.1081,1.0737,-0.1053,1.084
8.002474,0.1098,1.0715,-0.1048,1.082
8.006478,0.1064,1.0742,-0.1080,1.085
8.008330,0.1049,1.0764,-0.1136,1.087
8.011099,0.1066,1.0781,-0.1112,1.089
8.013245,0.1066,1.0749,-0.1075,1.086
8.015837,0.1030,1.0759,-0.1136,1.087
8.018344,0.1020,1.0771,-0.1134,1.088
8.020679,0.1040,1.0791,-0.1129,1.090
8.023681,0.1025,1.0766,-0.1139,1.087
8.026401,0.1035,1.0727,-0.1183,1.084
8.029044,0.0981,1.0769,-0.1166,1.088
8.030366,0.1001,1.0754,-0.1151,1.086
8.034455,0.1001,1.0791,-0.1192,1.090
8.037165,0.1015,1.0761,-0.1229,1.088
8.040091,0.1001,1.0783,-0.1190,1.089
8.040818,0.1013,1.0783,-0.1178,1.089
8.043451,0.1020,1.0832,-0.1161,1.094
8.045770,0.0944,1.0754,-0.1161,1.086
8.048224,0.0988,1.0781,-0.1175,1.089
8.050817,0.0969,1.0783,-0.1144,1.089
8.055502,0.0991,1.0805,-0.1183,1.091
8.057129,0.1030,1.0796,-0.1173,1.091
8.059902,0.1008,1.0810,-0.1146,1.092
8.062493,0.1018,1.0788,-0.1134,1.090
8.063759,0.1018,1.0793,-0.1158,1.090
8.066266,0.1025,1.0803,-0.1122,1.091
8.068737,0.1040,1.0781,-0.1136,1.089
8.070620,0.1040,1.0822,-0.1105,1.093
8.074303,0.1018,1.0805,-0.1087,1.091
8.075979,0.1025,1.0830,-0.1085,1.093
8.078465,0.1040,1.0803,-0.1085,1.091
8.080567,0.1027,1.0813,-0.1144,1.092
8.083318,0.0988,1.0769,-0.1070,1.087
8.085803,0.1003,1.0761,-0.1043,1.086
8.088353,0.1035,1.0776,-0.1065,1.088
8.093333,0.1025,1.0766,-0.1056,1.087
8.094365,0.1030,1.0810,-0.1039,1.091
8.097900,0.1042,1.0788,-0.1029,1.089
8.098636,0.1054,1.0744,-0.1014,1.084
8.101604,0.1003,1.0700,-0.1009,1.079
8.104512,0.1025,1.0708,-0.1029,1.081
8.107751,0.1069,1.0717,-0.1012,1.082
8.109753,0.1030,1.0717,-0.1014,1.081
8.112901,0.1054,1.0730,-0.1017,1.083
8.113583,0.1030,1.0774,-0.0982,1.087
8.120238,0.1040,1.0722,-0.1024,1.082
8.121044,0.1040,1.0757,-0.1024,1.086
8.121409,0.1049,1.0759,-0.1002,1.086
8.124854,0.1081,1.0752,-0.1041,1.086
8.126895,0.1069,1.0774,-0.1046,1.088
8.129081,0.1069,1.0761,-0.1036,1.086
8.130949,0.1115,1.0764,-0.1039,1.087
8.133463,0.1091,1.0754,-0.1007,1.086
8.140051,0.1098,1.0793,-0.1070,1.090
8.140479,0.1101,1.0766,-0.1095,1.088
8.142716,0.1115,1.0779,-0.1070,1.089
8.144894,0.1145,1.0822,-0.1051,1.093
8.149332,0.1159,1.0864,-0.1029,1.097
8.150348,0.1132,1.0842,-0.1041,1.095
8.151360,0.1132,1.0764,-0.1041,1.087
8.176359,0.1113,1.0786,-0.1063,1.090
8.178296,0.1101,1.0798,-0.1041,1.090
8.179305,0.1084,1.0796,-0.1031,1.090
8.179773,0.1093,1.0759,-0.1031,1.086
8.180647,0.1091,1.0783,-0.1053,1.089
8.182470,0.1057,1.0735,-0.1048,1.084
8.183168,0.1018,1.0759,-0.1002,1.085
8.183750,0.1062,1.0749,-0.1009,1.085
8.184181,0.1027,1.0776,-0.0995,1.087
8.184718,0.1018,1.0759,-0.1021,1.086
8.185295,0.0952,1.0788,-0.0992,1.088
8.186557,0.0986,1.0776,-0.1017,1.087
8.187057,0.0996,1.0781,-0.0997,1.087
8.187733,0.1005,1.0783,-0.0999,1.088
8.188394,0.0993,1.0796,-0.1009,1.089
8.194940,0.0964,1.0820,-0.1004,1.091
8.195994,0.1027,1.0808,-0.1007,1.090
8.196598,0.1005,1.0801,-0.1004,1.089
8.199694,0.1010,1.0803,-0.0926,1.089
8.202203,0.1023,1.0791,-0.0995,1.088
8.205137,0.1057,1.0771,-0.0960,1.087
8.207032,0.1032,1.0803,-0.0938,1.089
8.209558,0.1035,1.0754,-0.0997,1.085
8.212084,0.1042,1.0776,-0.0960,1.087
8.213785,0.1059,1.0769,-0.0941,1.086
8.216902,0.1025,1.0757,-0.0980,1.085
8.219296,0.1032,1.0744,-0.1039,1.084
8.221254,0.1037,1.0725,-0.0960,1.082
8.225647,0.1066,1.0761,-0.1004,1.086
8.226454,0.1032,1.0735,-0.0975,1.083
8.230671,0.1093,1.0737,-0.0924,1.083
8.231228,0.1137,1.0783,-0.0997,1.089
8.235792,0.1110,1.0759,-0.0982,1.086
8.236372,0.1081,1.0774,-0.0943,1.087
8.239736,0.1120,1.0808,-0.0958,1.091
8.243083,0.1115,1.0769,-0.0980,1.087
8.245247,0.1157,1.0764,-0.0980,1.087
8.246884,0.1071,1.0774,-0.0973,1.087
8.249444,0.1071,1.0810,-0.0946,1.090
8.260771,0.1106,1.0827,-0.0948,1.092
8.261353,0.1096,1.0761,-0.0968,1.086
8.261684,0.1037,1.0825,-0.0977,1.092
8.262011,0.1081,1.0852,-0.0970,1.095
8.262561,0.1052,1.0820,-0.0963,1.091
8.265550,0.1025,1.0818,-0.0956,1.091
8.267849,0.1064,1.0801,-0.0948,1.089
8.269180,0.1062,1.0779,-0.0958,1.087
8.273152,0.1025,1.0803,-0.0963,1.089
8.275788,0.1010,1.0779,-0.0941,1.087
8.277338,0.1030,1.0783,-0.0965,1.088
8.279398,0.1057,1.0832,-0.0912,1.092
8.282142,0.1013,1.0842,-0.0956,1.093
8.284607,0.1025,1.0805,-0.0990,1.090
8.286950,0.1005,1.0818,-0.0992,1.091
8.290102,0.1023,1.0808,-0.1007,1.090
8.292463,0.1013,1.0822,-0.0977,1.091
8.294655,0.0957,1.0825,-0.1021,1.092
8.297462,0.0913,1.0818,-0.1007,1.090
8.299671,0.0971,1.0803,-0.0982,1.089
8.302029,0.0935,1.0837,-0.1053,1.093
8.310308,0.0891,1.0803,-0.1019,1.089
8.310832,0.0883,1.0793,-0.1019,1.088
8.311530,0.0917,1.0781,-0.1036,1.087
8.312060,0.0895,1.0757,-0.1068,1.085
8.314341,0.0903,1.0776,-0.1026,1.086
8.318031,0.0942,1.0796,-0.1029,1.089
8.320104,0.0905,1.0827,-0.1041,1.091
8.328166,0.0915,1.0793,-0.1021,1.088
8.329103,0.0937,1.0810,-0.0987,1.090
8.329788,0.0939,1.0844,-0.1051,1.094
8.338757,0.0930,1.0801,-0.0995,1.089
8.339377,0.0908,1.0815,-0.1029,1.090
8.339955,0.0952,1.0835,-0.1068,1.093
8.340474,0.0969,1.0832,-0.1026,1.092
8.340999,0.0996,1.0884,-0.0999,1.097
8.344097,0.1013,1.0888,-0.1036,1.098
8.345005,0.0988,1.0857,-0.1056,1.095
8.347899,0.1035,1.0874,-0.1036,1.097
8.354075,0.1037,1.0803,-0.1041,1.090
8.354609,0.1030,1.0808,-0.1070,1.091
8.355035,0.1020,1.0813,-0.1107,1.092
8.359435,0.1040,1.0827,-0.1056,1.093
8.360567,0.1066,1.0783,-0.1014,1.088
8.363195,0.1023,1.0793,-0.1039,1.089
8.366004,0.1027,1.0786,-0.1061,1.089
8.367921,0.1042,1.0757,-0.1031,1.086
8.370803,0.1010,1.0759,-0.1058,1.086
8.375971,0.1030,1.0720,-0.1048,1.082
8.383543,0.1069,1.0754,-0.1039,1.086
8.384352,0.1027,1.0739,-0.1039,1.084
8.385278,0.0998,1.0705,-0.1073,1.081
8.386109,0.1003,1.0744,-0.1075,1.084
8.386892,0.0983,1.0727,-0.1019,1.082
8.387622,0.1010,1.0681,-0.1026,1.078
8.391530,0.0969,1.0747,-0.1051,1.084
8.392591,0.0935,1.0691,-0.1083,1.079
8.401115,0.0952,1.0678,-0.1021,1.077
8.401552,0.0954,1.0708,-0.1048,1.080
8.402040,0.0937,1.0713,-0.1019,1.080
8.402412,0.0993,1.0737,-0.1019,1.083
8.404642,0.0988,1.0700,-0.0999,1.079
8.409104,0.0964,1.0686,-0.1012,1.078
8.409677,0.0913,1.0737,-0.1004,1.082
8.413837,0.0949,1.0744,-0.0973,1.083
8.415458,0.0966,1.0764,-0.0985,1.085
8.418425,0.0988,1.0681,-0.1026,1.078
8.421022,0.0935,1.0722,-0.0982,1.081
8.426376,0.0998,1.0735,-0.0975,1.082
8.427038,0.0981,1.0705,-0.0992,1.080
8.428753,0.0996,1.0732,-0.0965,1.082
8.430570,0.0971,1.0722,-0.0985,1.081
8.432469,0.0932,1.0717,-0.1002,1.080
8.438934,0.0991,1.0705,-0.1004,1.080
8.439930,0.0986,1.0715,-0.0977,1.080
8.440484,0.1001,1.0710,-0.1002,1.080
8.449241,0.0954,1.0691,-0.1014,1.078
8.450409,0.0983,1.0688,-0.1051,1.078
8.451139,0.0939,1.0742,-0.1061,1.083
8.451888,0.0966,1.0771,-0.1014,1.086
8.452768,0.0991,1.0779,-0.1063,1.088
8.455295,0.0988,1.0771,-0.1092,1.087
8.458630,0.0986,1.0761,-0.1097,1.086
8.461027,0.0983,1.0781,-0.1075,1.088
8.464048,0.1030,1.0759,-0.1068,1.086
8.465965,0.1018,1.0796,-0.1053,1.089
8.468878,0.0991,1.0805,-0.1053,1.090
8.471080,0.1030,1.0791,-0.1122,1.090
8.473737,0.0998,1.0803,-0.1153,1.091
8.476783,0.1003,1.0813,-0.1087,1.091
8.477313,0.1018,1.0832,-0.1097,1.094
8.481309,0.1025,1.0769,-0.1070,1.087
8.483368,0.1032,1.0796,-0.1039,1.089
8.486841,0.1025,1.0820,-0.1048,1.092
8.490410,0.0986,1.0798,-0.1078,1.090
8.491486,0.1003,1.0808,-0.1061,1.091
8.495065,0.1047,1.0825,-0.1048,1.093
8.496147,0.1015,1.0793,-0.1021,1.089
8.498860,0.1044,1.0803,-0.1034,1.090
8.501100,0.1042,1.0825,-0.1039,1.092
8.507399,0.1020,1.0796,-0.1036,1.089
8.507976,0.1005,1.0822,-0.1092,1.092
8.508379,0.1005,1.0766,-0.1021,1.086
8.511996,0.1018,1.0776,-0.1004,1.087
8.514324,0.1057,1.0798,-0.1004,1.090
8.516385,0.1062,1.0825,-0.0987,1.092
8.518815,0.1015,1.0837,-0.0999,1.093
8.521740,0.1023,1.0801,-0.1019,1.090
8.526249,0.1037,1.0796,-0.1004,1.089
8.527070,0.1037,1.0774,-0.1056,1.087
8.527702,0.1003,1.0803,-0.1036,1.090
8.531965,0.1035,1.0837,-0.1017,1.093
8.533713,0.1013,1.0822,-0.1031,1.092
8.536288,0.1018,1.0788,-0.1029,1.088
8.547386,0.1027,1.0810,-0.1009,1.091
8.548994,0.0988,1.0820,-0.0999,1.091
8.550491,0.0976,1.0803,-0.0995,1.089
8.552569,0.0981,1.0781,-0.0997,1.087
8.553279,0.1018,1.0820,-0.1031,1.092
8.553753,0.0993,1.0803,-0.1039,1.090
8.554166,0.1005,1.0813,-0.0970,1.090
8.557314,0.0991,1.0825,-0.0985,1.091
8.557764,0.0981,1.0815,-0.0997,1.091
8.561973,0.0957,1.0837,-0.0980,1.092
8.563611,0.0988,1.0798,-0.0995,1.089
8.566381,0.0988,1.0759,-0.0953,1.085
8.568704,0.0996,1.0827,-0.0948,1.091
8.573580,0.0998,1.0801,-0.0919,1.089
8.580556,0.1010,1.0791,-0.0904,1.088
8.581139,0.0969,1.0796,-0.0941,1.088
8.581583,0.0939,1.0744,-0.0899,1.082
8.581996,0.0998,1.0791,-0.0872,1.087
8.584132,0.0966,1.0786,-0.0887,1.087
8.589795,0.0979,1.0766,-0.0894,1.085
8.590234,0.0986,1.0781,-0.0924,1.087
8.592943,0.0983,1.0793,-0.0958,1.088
8.594140,0.0954,1.0859,-0.0919,1.094
8.600360,0.0971,1.0779,-0.0946,1.086
8.600911,0.0966,1.0825,-0.0987,1.091
8.601543,0.0976,1.0844,-0.0941,1.093
8.604665,0.0983,1.0810,-0.0951,1.090
8.610261,0.0971,1.0796,-0.0997,1.088
8.611228,0.0959,1.0769,-0.1002,1.086
8.612217,0.0981,1.0754,-0.0982,1.084
8.616084,0.1008,1.0793,-0.0980,1.088
8.616862,0.1003,1.0801,-0.0953,1.089
8.620034,0.0903,1.0805,-0.0968,1.089
8.620751,0.0964,1.0805,-0.1004,1.089
8.626767,0.1010,1.0822,-0.0931,1.091
8.628702,0.0961,1.0825,-0.0914,1.091
8.629497,0.1020,1.0786,-0.0890,1.087
8.638366,0.1015,1.0805,-0.0953,1.089
8.639264,0.0996,1.0793,-0.0912,1.088
8.640118,0.1020,1.0801,-0.0919,1.089
8.641139,0.1030,1.0798,-0.0907,1.088
8.641983,0.1032,1.0798,-0.0916,1.089
8.648199,0.1042,1.0774,-0.0951,1.087
8.649373,0.1037,1.0847,-0.0973,1.094
8.650190,0.1015,1.0832,-0.0970,1.092
8.651004,0.1032,1.0844,-0.1021,1.094
8.657292,0.1010,1.0849,-0.1073,1.095
8.658057,0.1018,1.0908,-0.1102,1.101
8.666972,0.1042,1.0901,-0.1134,1.101
8.668308,0.1062,1.0896,-0.1073,1.100
8.669105,0.1025,1.0903,-0.1102,1.101
8.669820,0.1032,1.0908,-0.1124,1.101
8.670533,0.1076,1.0913,-0.1065,1.102
8.672524,0.1018,1.0849,-0.1058,1.095
8.677724,0.0991,1.0893,-0.1004,1.098
8.679020,0.1008,1.0876,-0.0982,1.097
8.679722,0.1001,1.0793,-0.0965,1.088
8.683506,0.1003,1.0783,-0.0943,1.087
8.684273,0.1010,1.0766,-0.0843,1.085
8.687034,0.1001,1.0793,-0.0816,1.087
8.690598,0.1018,1.0783,-0.0826,1.086
8.691586,0.0969,1.0759,-0.0797,1.083
